Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature
guidsl.Main.helpfile,3,Field,guidsl,Main,helpfile,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.Main.featureExpl,3,Field,guidsl,Main,featureExpl,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.production.dumpPtable(),4,Method,guidsl,production,dumpPtable(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,dumpPtable()
guidsl.Main.getModelXML(),4,Method,guidsl,Main,getModelXML(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.Main.getModelXML(); BttF says since it calls fprivate guidsl.PrintXML.getXMLString() THEN it also belongs to TOOL   ,set by GuiDSLSol,public,getModelXML()
guidsl.PrintXML,2,Class,guidsl,PrintXML,,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.PrintXML.getXMLString(),4,Method,guidsl,PrintXML,getXMLString(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.PrintXML.getXMLString(); BttF says since it calls fprivate guidsl.PrintXML.str THEN it also belongs to TOOL   ,set by GuiDSLSol,public,getXMLString()
guidsl.CNFException.CNFException(),5,Constructor,guidsl,CNFException,CNFException(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.CNFException.CNFException(); BttF says it's a child of guidsl.CNFException THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,CNFException()
guidsl.CNFException.CNFException(String message),5,Constructor,guidsl,CNFException,CNFException(String message),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.CNFException.CNFException(String message); BttF says it's a child of guidsl.CNFException THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,CNFException(String)
guidsl.CNFException.CNFException(String message; Throwable cause),5,Constructor,guidsl,CNFException,CNFException(String message; Throwable cause),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.CNFException.CNFException(String message; Throwable cause); BttF says it's a child of guidsl.CNFException THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,CNFException(String; Throwable)
guidsl.CNFException.CNFException(Throwable cause),5,Constructor,guidsl,CNFException,CNFException(Throwable cause),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.CNFException.CNFException(Throwable cause); BttF says it's a child of guidsl.CNFException THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,CNFException(Throwable)
guidsl.BOr,2,Class,guidsl,BOr,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.BOr.visit(Visitor v),4,Method,guidsl,BOr,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.BOr.ARG_LENGTH,3,Field,guidsl,BOr,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.BOr.TOK_LENGTH,3,Field,guidsl,BOr,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.BOr.getAExpr(),4,Method,guidsl,BOr,getAExpr(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getAExpr()
guidsl.BOr.getOExpr(),4,Method,guidsl,BOr,getOExpr(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getOExpr()
guidsl.BOr.printorder(),4,Method,guidsl,BOr,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.BOr.setParms(AExpr arg0; AstToken tok0; OExpr arg1),4,Method,guidsl,BOr,setParms(AExpr arg0; AstToken tok0; OExpr arg1),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AExpr; AstToken; OExpr)
guidsl.Visitor.action(BOr n),4,Method,guidsl,Visitor,action(BOr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(BOr)
guidsl.BOr.eharvest(),4,Method,guidsl,BOr,eharvest(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,eharvest()
guidsl.cnfFormatTest,2,Class,guidsl,cnfFormatTest,,TOOL,TRUE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.cnfFormatTest.main(String args[]),4,Method,guidsl,cnfFormatTest,main(String args[]),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.cnfFormatTest.main(String args[]); BttF says it's a child of guidsl.cnfFormatTest THEN it also is fprivate of TOOL   ,set by GuiDSLSol,public,main(String[])
guidsl.cnfModel.print(),4,Method,guidsl,cnfModel,print(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.cnfModel.print(); BttF says since it calls fprivate guidsl.cnfModel.model THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,print()
guidsl.Visitor.action(Opt n),4,Method,guidsl,Visitor,action(Opt n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Opt)
guidsl.cnfModel.thisModel,3,Field,guidsl,cnfModel,thisModel,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.cnfModel.thisModel; BttF says it's a child of guidsl.cnfModel THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.cnfModel.cnfModel(),5,Constructor,guidsl,cnfModel,cnfModel(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.cnfModel.cnfModel(); BttF says since it calls fprivate guidsl.ESList.toCnfFormat(cnfout out) THEN it also belongs to TOOL   guidsl.cnfModel.cnfModel(); BttF says since it calls fprivate guidsl.CNFException THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,cnfModel()
guidsl.production.toCnfFormat(cnfout out),4,Method,guidsl,production,toCnfFormat(cnfout out),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.production.toCnfFormat(cnfout out); BttF says since it calls fprivate guidsl.node.toCnfFormat(cnfout out) THEN it also belongs to TOOL   guidsl.production.toCnfFormat(cnfout out); BttF says since it calls fprivate guidsl.CNFException THEN it also belongs to TOOL   ,set by GuiDSLSol,public,toCnfFormat(cnfout)
guidsl.not.cnf(),4,Method,guidsl,not,cnf(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf()
guidsl.not.cnf2String(),4,Method,guidsl,not,cnf2String(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,cnf2String()
guidsl.not.klone(),4,Method,guidsl,not,klone(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,klone()
guidsl.not.reduce(cnfClause c),4,Method,guidsl,not,reduce(cnfClause c),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,reduce(cnfClause)
guidsl.not.reduce(ArrayList terms),4,Method,guidsl,not,reduce(ArrayList terms),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,reduce(ArrayList)
guidsl.not.simplify(),4,Method,guidsl,not,simplify(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,simplify()
guidsl.not.toCnfFormat(cnfout out),4,Method,guidsl,not,toCnfFormat(cnfout out),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.not.toCnfFormat(cnfout out); BttF says since it calls fprivate guidsl.node.toCnfFormat(cnfout out) THEN it also belongs to TOOL   guidsl.not.toCnfFormat(cnfout out); BttF says since it calls fprivate guidsl.CNFException THEN it also belongs to TOOL   ,set by GuiDSLSol,public,toCnfFormat(cnfout)
guidsl.not.toString(),4,Method,guidsl,not,toString(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,toString()
guidsl.not.toXMLString(),4,Method,guidsl,not,toXMLString(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.not.toXMLString(); BttF says since it calls fprivate guidsl.node.toXMLString() THEN it also belongs to TOOL   ,set by GuiDSLSol,public,toXMLString()
guidsl.not.not(node t),5,Constructor,guidsl,not,not(node t),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,not(node)
guidsl.Prods.visit(Visitor v),4,Method,guidsl,Prods,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.Visitor.action(Prods n),4,Method,guidsl,Visitor,action(Prods n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(Prods)
guidsl.BaliParserConstants,2,Class,guidsl,BaliParserConstants,,BASE,TRUE,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.EOF,3,Field,guidsl,BaliParserConstants,EOF,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.EOF; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.SINGLE_LINE_COMMENT,3,Field,guidsl,BaliParserConstants,SINGLE_LINE_COMMENT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.SINGLE_LINE_COMMENT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.FORMAL_COMMENT,3,Field,guidsl,BaliParserConstants,FORMAL_COMMENT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.FORMAL_COMMENT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.MULTI_LINE_COMMENT,3,Field,guidsl,BaliParserConstants,MULTI_LINE_COMMENT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.MULTI_LINE_COMMENT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.LETTER,3,Field,guidsl,BaliParserConstants,LETTER,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.LETTER; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.DIGIT,3,Field,guidsl,BaliParserConstants,DIGIT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.DIGIT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.STRING_LITERAL,3,Field,guidsl,BaliParserConstants,STRING_LITERAL,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.STRING_LITERAL; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.IDENTIFIER,3,Field,guidsl,BaliParserConstants,IDENTIFIER,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.IDENTIFIER; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.OTHER,3,Field,guidsl,BaliParserConstants,OTHER,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.OTHER; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.DEFAULT,3,Field,guidsl,BaliParserConstants,DEFAULT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.DEFAULT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.IN_SINGLE_LINE_COMMENT,3,Field,guidsl,BaliParserConstants,IN_SINGLE_LINE_COMMENT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.IN_SINGLE_LINE_COMMENT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.IN_FORMAL_COMMENT,3,Field,guidsl,BaliParserConstants,IN_FORMAL_COMMENT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.IN_FORMAL_COMMENT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.IN_MULTI_LINE_COMMENT,3,Field,guidsl,BaliParserConstants,IN_MULTI_LINE_COMMENT,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.IN_MULTI_LINE_COMMENT; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserConstants.tokenImage,3,Field,guidsl,BaliParserConstants,tokenImage,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserConstants.tokenImage; BttF says it's a child of guidsl.BaliParserConstants THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.PlusTerm,2,Class,guidsl,PlusTerm,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.GTerm,2,Class,guidsl,GTerm,,BASE,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public,
guidsl.PlusTerm.visit(Visitor v),4,Method,guidsl,PlusTerm,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.GTerm.visit(Visitor v),4,Method,guidsl,GTerm,visit(Visitor v),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,visit(Visitor)
guidsl.PlusTerm.ARG_LENGTH,3,Field,guidsl,PlusTerm,ARG_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.PlusTerm.TOK_LENGTH,3,Field,guidsl,PlusTerm,TOK_LENGTH,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,
guidsl.PlusTerm.getIDENTIFIER(),4,Method,guidsl,PlusTerm,getIDENTIFIER(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,getIDENTIFIER()
guidsl.PlusTerm.printorder(),4,Method,guidsl,PlusTerm,printorder(),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,printorder()
guidsl.PlusTerm.setParms(AstToken tok0; AstToken tok1),4,Method,guidsl,PlusTerm,setParms(AstToken tok0; AstToken tok1),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,setParms(AstToken; AstToken)
guidsl.Visitor.action(PlusTerm n),4,Method,guidsl,Visitor,action(PlusTerm n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(PlusTerm)
guidsl.saveequat.current,3,Field,guidsl,saveequat,current,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private,
guidsl.saveequat.saveequat(Gui g),5,Constructor,guidsl,saveequat,saveequat(Gui g),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,saveequat(Gui)
guidsl.saveequat.actionPerformed(ActionEvent ae),4,Method,guidsl,saveequat,actionPerformed(ActionEvent ae),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,actionPerformed(ActionEvent)
guidsl.outeqns,2,Class,guidsl,outeqns,,BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private,
guidsl.SATSolver.solver,3,Field,guidsl,SATSolver,solver,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.SATSolver.solver; BttF says it's a child of guidsl.SATSolver THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.SATSolver.reader,3,Field,guidsl,SATSolver,reader,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.SATSolver.reader; BttF says it's a child of guidsl.SATSolver THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.SATSolver.dreader,3,Field,guidsl,SATSolver,dreader,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.SATSolver.dreader; BttF says it's a child of guidsl.SATSolver THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.SATSolver.isSat,3,Field,guidsl,SATSolver,isSat,TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.SATSolver.isSat; BttF says it's a child of guidsl.SATSolver THEN it also is fprivate of TOOL   ,set by GuiDSLSol,package-private,
guidsl.SATSolver.SATSolver(),5,Constructor,guidsl,SATSolver,SATSolver(),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.SATSolver.SATSolver(); BttF says since it calls fprivate guidsl.SATSolver.solver THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,SATSolver()
guidsl.SATSolver.decode(boolean ret),4,Method,guidsl,SATSolver,decode(boolean ret),TOOL,TRUE,TRUE,,TRUE,FALSE,guidsl.SATSolver.decode(boolean ret); BttF says since it calls fprivate guidsl.SATSolver.solver THEN it also belongs to TOOL   ,set by GuiDSLSol,package-private,decode(boolean)
guidsl.Visitor.action(AExpr n),4,Method,guidsl,Visitor,action(AExpr n),BASE,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public,action(AExpr)
guidsl.BaliParserTokenManager,2,Class,guidsl,BaliParserTokenManager,,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager; BttF says since it calls fprivate guidsl.BaliParserConstants THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserTokenManager.debugStream,3,Field,guidsl,BaliParserTokenManager,debugStream,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.debugStream; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,public,
guidsl.BaliParserTokenManager.setDebugStream(java.io.PrintStream ds),4,Method,guidsl,BaliParserTokenManager,setDebugStream(java.io.PrintStream ds),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.setDebugStream(java.io.PrintStream ds); BttF says since it calls fprivate guidsl.BaliParserTokenManager.debugStream THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,public,setDebugStream(PrintStream)
guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0),4,Method,guidsl,BaliParserTokenManager,jjStopStringLiteralDfa_0(int pos; long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0); BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,private,jjStopStringLiteralDfa_0(int; long)
guidsl.BaliParserTokenManager.jjmatchedKind,3,Field,guidsl,BaliParserTokenManager,jjmatchedKind,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjmatchedKind; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,package-private,
guidsl.BaliParserTokenManager.jjmatchedPos,3,Field,guidsl,BaliParserTokenManager,jjmatchedPos,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjmatchedPos; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,package-private,
guidsl.BaliParserTokenManager.jjStartNfa_0(int pos; long active0),4,Method,guidsl,BaliParserTokenManager,jjStartNfa_0(int pos; long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjStartNfa_0(int pos; long active0); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjStartNfa_0(int; long)
guidsl.BaliParserTokenManager.jjMoveNfa_0(int startState; int curPos),4,Method,guidsl,BaliParserTokenManager,jjMoveNfa_0(int startState; int curPos),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveNfa_0(int startState; int curPos); BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,private,jjMoveNfa_0(int; int)
guidsl.BaliParserTokenManager.jjStopAtPos(int pos; int kind),4,Method,guidsl,BaliParserTokenManager,jjStopAtPos(int pos; int kind),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjStopAtPos(int pos; int kind); BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,private,jjStopAtPos(int; int)
guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa0_0(),4,Method,guidsl,BaliParserTokenManager,jjMoveStringLiteralDfa0_0(),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa0_0(); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopAtPos(int pos; int kind) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjMoveStringLiteralDfa0_0()
guidsl.BaliParserTokenManager.curChar,3,Field,guidsl,BaliParserTokenManager,curChar,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.curChar; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,protected,
guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa1_0(long active0),4,Method,guidsl,BaliParserTokenManager,jjMoveStringLiteralDfa1_0(long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa1_0(long active0); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjMoveStringLiteralDfa1_0(long)
guidsl.SimpleCharStream,2,Class,guidsl,SimpleCharStream,,BASE,TRUE,FALSE,,TRUE,FALSE,,this JavaCC file is kernel & fprivate,public,
guidsl.BaliParserTokenManager.input_stream,3,Field,guidsl,BaliParserTokenManager,input_stream,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.input_stream; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,protected,
guidsl.SimpleCharStream.readChar(),4,Method,guidsl,SimpleCharStream,readChar(),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.SimpleCharStream.readChar(); BttF says since it calls fprivate guidsl.SimpleCharStream.bufsize THEN it also belongs to BASE   ,this JavaCC file is kernel & fprivate,public,readChar()
guidsl.BaliParserTokenManager.jjStartNfaWithStates_0(int pos; int kind; int state),4,Method,guidsl,BaliParserTokenManager,jjStartNfaWithStates_0(int pos; int kind; int state),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjStartNfaWithStates_0(int pos; int kind; int state); BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,private,jjStartNfaWithStates_0(int; int; int)
guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa2_0(long old0; long active0),4,Method,guidsl,BaliParserTokenManager,jjMoveStringLiteralDfa2_0(long old0; long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa2_0(long old0; long active0); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjMoveStringLiteralDfa2_0(long; long)
guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa3_0(long old0; long active0),4,Method,guidsl,BaliParserTokenManager,jjMoveStringLiteralDfa3_0(long old0; long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa3_0(long old0; long active0); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjMoveStringLiteralDfa3_0(long; long)
guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa4_0(long old0; long active0),4,Method,guidsl,BaliParserTokenManager,jjMoveStringLiteralDfa4_0(long old0; long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa4_0(long old0; long active0); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjMoveStringLiteralDfa4_0(long; long)
guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa5_0(long old0; long active0),4,Method,guidsl,BaliParserTokenManager,jjMoveStringLiteralDfa5_0(long old0; long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa5_0(long old0; long active0); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjMoveStringLiteralDfa5_0(long; long)
guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa6_0(long old0; long active0),4,Method,guidsl,BaliParserTokenManager,jjMoveStringLiteralDfa6_0(long old0; long active0),BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjMoveStringLiteralDfa6_0(long old0; long active0); BttF says since it calls fprivate guidsl.BaliParserTokenManager.jjStopStringLiteralDfa_0(int pos; long active0) THEN it also belongs to BASE   ,JavaCC files are kernel & fprivate,private,jjMoveStringLiteralDfa6_0(long; long)
guidsl.BaliParserTokenManager.jjbitVec0,3,Field,guidsl,BaliParserTokenManager,jjbitVec0,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjbitVec0; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,package-private,
guidsl.BaliParserTokenManager.jjbitVec1,3,Field,guidsl,BaliParserTokenManager,jjbitVec1,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjbitVec1; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,package-private,
guidsl.BaliParserTokenManager.jjbitVec3,3,Field,guidsl,BaliParserTokenManager,jjbitVec3,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjbitVec3; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,package-private,
guidsl.BaliParserTokenManager.jjbitVec4,3,Field,guidsl,BaliParserTokenManager,jjbitVec4,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjbitVec4; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,package-private,
guidsl.BaliParserTokenManager.jjbitVec5,3,Field,guidsl,BaliParserTokenManager,jjbitVec5,BASE,TRUE,TRUE,,TRUE,FALSE,guidsl.BaliParserTokenManager.jjbitVec5; BttF says it's a child of guidsl.BaliParserTokenManager THEN it also is fprivate of BASE   ,JavaCC files are kernel & fprivate,package-private,
